https://tudatalib.ulb.tu-darmstadt.de/handle/tudatalib/2478

Quelle	Autor	Titel	Jahr	Journal	Typ	DOI	Gelesen?	Empirisch?	Ausschlusspunkt	Ausschlussgrund	Kommentar	Feld	Thema	HMD	Interaction device	No Participants	Low Abstraction	Medium	High	Exactly like RE	Similar to RE	Different to RE	Training	No Training	Walking	Balance	Navigation / Orientation	Searching / Identifying	Reaching	Picking / Manual object interaction	Cognitive / Memory tasks	Spatial Perception	Quantitative	Qualitative	Experiment	Secondary research 	Subjective feedback	Consistent	Better	Worse
WOS	"Lin, Chiuhsiang J.; Abreham, Betsha T.; Woldegiorgis, Bereket H."	Effects of displays on a direct reaching task: A comparative study of head mounted display and stereoscopic widescreen display	2019	INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS		10.1016/j.ergon.2019.06.013	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	evtl. Vergleich Reaching Task	Ergonomie	Haptics / Physical interaction	HTC Vive	HTC Vive controller	18																								
WOS	"Casey, Peter; Lindsay-Decusati, Rebecca; Baggili, Ibrahim; Breitinger, Frank"	Inception: Virtual Space in Memory Space in Real Space - Memory Forensics of Immersive Virtual Reality with the HTC Vive	2019	DIGITAL INVESTIGATION		10.1016/j.diin.2019.04.007	Görge	Nein	Abstract	kein Bezug zu manueller Kommissionierung		Softwareentwicklung	Security	HTC Vive																										
WOS	"Wang, Qiyue; Jiao, Wenhua; Yu, Rui; Johnson, Michael T.; Zhang, YuMing"	Modeling of Human Welders' Operations in Virtual Reality Human-Robot Interaction	2019	IEEE ROBOTICS AND AUTOMATION LETTERS		10.1109/LRA.2019.2921928	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Manufacturing	Remote Control / Digital Twin	HTC Vive																										
WOS	"Arcioni, Benjamin; Palmisano, Stephen; Apthorp, Deborah; Kim, Juno"	Postural stability predicts the likelihood of cybersickness in active HMD-based virtual reality	2019	DISPLAYS		10.1016/j.displa.2018.07.001	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Cybersickness / Fatigue																											
WOS	"Kuiper, Ouren X.; Bos, Jelte E.; Diels, Cyriel"	Vection does not necessitate visually induced motion sickness	2019	DISPLAYS		10.1016/j.displa.2018.10.001	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Cybersickness / Fatigue																											
WOS	"Zhu, Lifeng; Wang, Zian; Wang, Yunhai; Song, Aiguo"	Follow the Smoke: Immersive Display of Motion Data With Synthesized Smoke	2019	IEEE COMPUTER GRAPHICS AND APPLICATIONS		10.1109/MCG.2019.2915717	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Softwareentwicklung	Visualisation																											
WOS	"Groves, Leah A.; Carnahan, Patrick; Allen, Daniel R.; Adam, Rankin; Peters, Terry M.; Chen, Elvis C. S."	Accuracy assessment for the co-registration between optical and VIVE head-mounted display tracking	2019	INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY		10.1007/s11548-019-01992-4	Görge	Ja	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Tracking / Motion Capturing (Evaluation)	HTC Vive																										
WOS	"Laurell, Christofer; Sandstrom, Christian; Berthold, Adam; Larsson, Daniel"	Exploring barriers to adoption of Virtual Reality through Social Media Analytics and Machine Learning - An assessment of technology, network, price and trialability	2019	JOURNAL OF BUSINESS RESEARCH		10.1016/j.jbusres.2019.01.017	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Retail / Marketing	Image of VR / Use of VR																											
WOS	"Micarelli, Alessandro; Viziano, Andrea; Micarelli, Beatrice; Augimeri, Ivan; Alessandrini, Marco"	Vestibular rehabilitation in older adults with and without mild cognitive impairment: Effects of virtual reality using a head-mounted display	2019	ARCHIVES OF GERONTOLOGY AND GERIATRICS		10.1016/j.archger.2019.05.008	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Rehabilitation / Treatment																											
WOS	"Perez, Daniel; Hasan, Mahmud; Shen, Yuzhong; Yang, Hong"	AR-PED: A framework of augmented reality enabled pedestrian-in-the-loop simulation	2019	SIMULATION MODELLING PRACTICE AND THEORY		10.1016/j.simpat.2019.03.005	Görge	Nein	Abstract	kein VR																														
WOS	"Howes, Sarah C.; Charles, Darryl; Pedlow, Katy; Wilson, Iseult; Holmes, Dominic; McDonough, Suzanne"	User-centred design of an active computer gaming system for strength and balance exercises for older adults	2019	JOURNAL OF ENABLING TECHNOLOGIES		10.1108/JET-12-2018-0057	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Softwareentwicklung	Rehabilitation / Treatment																											
WOS	"Plechata, Adela; Sahula, Vaclav; Fayette, Dan; Fajnerova, Iveta"	Age-Related Differences With Immersive and Non-immersive Virtual Reality in Memory Assessment	2019	FRONTIERS IN PSYCHOLOGY		10.3389/fpsyg.2019.01330	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Memory Assessment																											
WOS	"Hirota, Masakazu; Kanda, Hiroyuki; Endo, Takao; Miyoshi, Tomomitsu; Miyagawa, Suguru; Hirohara, Yoko; Yamaguchi, Tatsuo; Saika, Makoto; Morimoto, Takeshi; Fujikado, Takashi"	Comparison of visual fatigue caused by head-mounted display for virtual reality and two-dimensional display using objective and subjective evaluation	2019	ERGONOMICS		10.1080/00140139.2019.1582805	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Ergonomie	Cybersickness / Fatigue																											
WOS	"Siess, Andreas; Woelfe, Matthias"	User color temperature preferences in immersive virtual realities	2019	COMPUTERS & GRAPHICS-UK		10.1016/j.cag.2019.03.018	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Visual perception																											
WOS	"Baqai, Attiya; Memon, Khuhed; Memon, Azam Rafique; Shah, Syed Muhammad Zaigham Abbas"	Interactive Physiotherapy: An Application Based on Virtual Reality and Bio-feedback	2019	WIRELESS PERSONAL COMMUNICATIONS		10.1007/s11277-018-5382-5	Görge	Ja	Sample		evtl. Vergleiche Bewegungen mit Literatur	Human biology	Rehabilitation / Treatment	Oculus Rift	Kinect	3		x			x		x						x			x		x			x		x	
WOS	"Tschirschwitz, Felix; Richerzhagen, Christian; Przybilla, Heinz-Juergen; Kersten, Thomas P."	Duisburg 1566: Transferring a Historic 3D City Model from Google Earth into a Virtual Reality Application	2019	PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE		10.1007/s41064-019-00065-0	Görge	Nein	Abstract	nur Technik		Archäologie / Museen	Model design																											
WOS	Worley, Julie	Virtual Reality for Individuals With Substance Use Disorders	2019	JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES		10.3928/02793695-20190430-01	Görge	Nein	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Rehabilitation / Treatment																											
WOS	"Vertemati, Maurizio; Cassin, Simone; Rizzetto, Francesco; Vanzulli, Angelo; Elli, Marco; Sampogna, Gianluca; Gallieni, Maurizio"	A Virtual Reality Environment to Visualize Three-Dimensional Patient-Specific Models by a Mobile Head-Mounted Display	2019	SURGICAL INNOVATION		10.1177/1553350618822860	Görge	Ja	Sample		Anatomy training using low-cost VR	Medizin	Training	Samsung Gear VR	Samsung Gerar VR controller	33	x			x			x					x			x			x			x	x	x	
WOS	"Pai, Yun Suen; Dingler, Tilman; Kunze, Kai"	Assessing hands-free interactions for VR using eye gaze and electromyography	2019	VIRTUAL REALITY		10.1007/s10055-018-0371-2	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Hardwareentwicklung und Evaluation	Control of VR / Human-Computer Interface																											
WOS	"Caserman, Polona; Garcia-Agundez, Augusto; Konrad, Robert; Goebel, Stefan; Steinmetz, Ralf"	Real-time body tracking in virtual reality using a Vive tracker	2019	VIRTUAL REALITY		10.1007/s10055-018-0374-z	Görge	Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Tracking / Motion Capturing (Evaluation)	HTC Vive																										
WOS	"Liang, Hai-Ning; Lu, Feiyu; Shi, Yuwei; Nanjappan, Vijayakumar; Papangelis, Konstantinos"	Evaluating the effects of collaboration and competition in navigation tasks and spatial knowledge acquisition within virtual reality environments	2019	FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE		10.1016/j.future.2018.02.029	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	interessant: räumliche Wahrnehmung und Navigation	Psychology / Human factors	Movement / Navigation	Oculus Rift CV1	Xbox ONE game controller	25																								
WOS	"Bing, Eric G.; Parham, Groesbeck P.; Cuevas, Anthony; Fisher, Boris; Skinner, Jonathan; Mwanahamuntu, Mulindi; Sullivan, Richard"	Using Low-Cost Virtual Reality Simulation to Build Surgical Capacity for Cervical Cancer Treatment	2019	JOURNAL OF GLOBAL ONCOLOGY		10.1200/JGO.18.00263	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	evtl. Training im Bereich Medizin	Medizin	Training	Oculus Rift	Oculus Rift handheld controllers	10																								
WOS	"Zhu, Xiaoqiang; Song, Lei; Wang, Nan; Zhang, Ruiheng; Chen, Shenshuai; Wang, Xiangyang; Zhu, Mengyao; You, Lihua; Deng, Zhigang; Jin, Xiaogang"	Screwing assembly oriented interactive model segmentation in HMD VR environment	2019	COMPUTER ANIMATION AND VIRTUAL WORLDS		10.1002/cav.1880	Görge	Ja	Abstract	nur Technik		Softwareentwicklung	Assembly																											
WOS	"Rossi, Henrique; Prates, Raquel; Santos, Sibele; Ferreira, Renato"	Development of a Virtual Reality-Based Game Approach for Supporting Sensory Processing Disorders Treatment	2019	INFORMATION		10.3390/info10050177	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Rehabilitation / Treatment																											
WOS	"Kardong-Edgren, Suzan; Breitkreuz, Karen; Werb, Michael; Foreman, Stephen; Ellertson, Anthony"	Evaluating the Usability of a Second-Generation Virtual Reality Game for Refreshing Sterile Urinary Catheterization Skills	2019	NURSE EDUCATOR		10.1097/NNE.0000000000000570	Görge	Ja	Sample		evtl. Training von Katether	Medizin	Training	Oculus Rift	Haptic gloves & Leap motion controller	31	x			x			x					x		x	x			x			x		x	
WOS	"Wang, Lili; Wu, Jian; Yang, Xuefeng; Popescu, Voicu"	VR Exploration Assistance through Automatic Occlusion Removal	2019	IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS		10.1109/TVCG.2019.2898782	Görge	Ja	Volltext	nur Technik	evtl. Vergleich Navigation	Softwareentwicklung	Movement / Navigation	HTC Vive	HTC Vive controllers	16																								
WOS	"Somrak, Andrej; Humar, Iztok; Hossain, M. Shamim; Alhamid, Mohammed F.; Hossain, M. Anwar; Guna, Joze"	Estimating VR Sickness and user experience using different HMD technologies: An evaluation study	2019	FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE		10.1016/j.future.2018.11.041	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Hardwareentwicklung und Evaluation	Cybersickness / Fatigue																											
WOS	"Jeon, Jin Yong; Jo, Hyun In; Kim, Sung Min; Yang, Hong Seok"	Subjective and objective evaluation of water-supply and drainage noises in apartment buildings by using a head-mounted display	2019	APPLIED ACOUSTICS		10.1016/j.apacoust.2018.12.037	Görge	Ja	Volltext	kein Bezug zu manueller Kommissionierung	evtl. Wahrnehmung von Sound	Bauwesen / Architektur	Perception of Sound	Samsung Gear VR	None	40																								
WOS	"Lombart, Cindy; Milian, Elena; Normand, Jean-Marie; Verhulst, Adrien; Labbe-Pinlon, Blandine; Moreau, Guillaume"	Consumer perceptions and purchase behavior toward imperfect fruits and vegetables in an immersive virtual reality grocery store	2019	JOURNAL OF RETAILING AND CONSUMER SERVICES		10.1016/j.jretconser.2019.01.010	Görge	Ja	Abstract	VR nur als Methode		Retail / Marketing	Perception of prodcuts																											
WOS	"Spitzley, Kate A.; Karduna, Andrew R."	Feasibility of using a fully immersive virtual reality system for kinematic data collection	2019	JOURNAL OF BIOMECHANICS		10.1016/j.jbiomech.2019.02.015	Görge	Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Tracking / Motion Capturing (Evaluation)																											
WOS	"Qidwai, Uvais; Ajimsha, M. S.; Shakir, Mohamed"	The role of EEG and EMG combined virtual reality gaming system in facial palsy rehabilitation - A case report	2019	JOURNAL OF BODYWORK AND MOVEMENT THERAPIES		10.1016/j.jbmt.2019.02.012	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Rehabilitation / Treatment																											
WOS	"Hoffman, David M.; McKenzie, Chris; Koprowski, Brion; Iqbal, Asif; Balram, Nikhil"	Aligning content rendering resolution and feature size with display capability in near-eye display systems	2019	JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY		10.1002/jsid.765	Görge		Abstract	nur Technik		Hardwareentwicklung und Evaluation	Evaluation of VR systems																											
WOS	"Park, Wonjun; Heo, Hayoung; Park, Seongjun; Kim, Jinmo"	A Study on the Presence of Immersive User Interface in Collaborative Virtual Environments Application	2019	SYMMETRY-BASEL		10.3390/sym11040476	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Rehabilitation																											
WOS	Golding, Dan	Far from paradise: The body, the apparatus and the image of contemporary virtual reality	2019	CONVERGENCE-THE INTERNATIONAL JOURNAL OF RESEARCH INTO NEW MEDIA TECHNOLOGIES		10.1177/1354856517738171	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		VR Allgemein	Image of VR / Use of VR																											
WOS	"Parkhomenko, Egor; O'Leary, Mitchell; Safiullah, Shoaib; Walia, Sartaaj; Owyong, Michael; Lin, Cyrus; James, Ryan; Okhunov, Zhamshid; Patel, Roshan M.; Kaler, Kamaljot S.; Landman, Jaime; Clayman, Ralph"	Pilot Assessment of Immersive Virtual Reality Renal Models as an Educational and Preoperative Planning Tool for Percutaneous Nephrolithotomy	2019	JOURNAL OF ENDOUROLOGY		10.1089/end.2018.0626	Görge	Ja	Sample		Preoperative visualisation for surgical planning and training using VR	Medizin	Visualisation	Oculus Rift	Oculus Touch controllers	4	x			x			x					x		x	x		x	x	x		x		x	
WOS	"Sun, Chengyu; Hu, Wei; Xu, Diqiong"	Navigation modes, operation methods, observation scales and background options in UI design for high learning performance in VR-based architectural applications	2019	JOURNAL OF COMPUTATIONAL DESIGN AND ENGINEERING		10.1016/j.jcde.2018.05.006	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	evtl. Vergleich Bewegung in VR	Bauwesen / Architektur	Movement / Navigation	HTC Vive	HTC Vive controllers	150																								
WOS	"Garcia-Hernandez, Ruben Jesus; Kranzlmueller, Dieter"	NOMAD VR: Multiplatform virtual reality viewer for chemistry simulations	2019	COMPUTER PHYSICS COMMUNICATIONS		10.1016/j.cpc.2018.11.013	Görge	Ja	Abstract	nur Technik		Chemistry	Software development																											
WOS	"Simon, Sofia C.; Greitemeyer, Tobias"	The impact of immersion on the perception of pornography: A virtual reality study	2019	COMPUTERS IN HUMAN BEHAVIOR		10.1016/j.chb.2018.12.018	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology	Effect of Immersion																											
WOS	"Yasui, Kento; Kawai, Ryuta; Arakawa, Toshiya"	IMMERSIVE VIRTUAL REALITY SUPPORTING CONTENT FOR EVALUATING INTERFACE USING OCULUS RIFT AND LEAP MOTION	2019	INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL		10.24507/ijicic.15.02.591	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	Button pressing using a haptics device	Manufacturing	Assembly	Oculus Rift CV1	Leap motion controller & custom haptic device	25																								
WOS	"Barreiros, Jose; Claure, Houston; Peele, Bryan; Shapira, Omer; Spjut, Josef; Luebke, David; Jung, Malte; Shepherd, Robert"	Fluidic Elastomer Actuators for Haptic Interactions in Virtual Reality	2019	IEEE ROBOTICS AND AUTOMATION LETTERS		10.1109/LRA.2018.2888628	Görge	Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Haptics / Physical interaction																											
WOS	"Ahrens, Axel; Lund, Kasper Duemose; Marschall, Marton; Dau, Torsten"	Sound source localization with varying amount of visual information in virtual reality	2019	PLOS ONE		10.1371/journal.pone.0214603	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Perception of Sound																											
WOS	"Lubetzky, Anat V.; Wang, Zhu; Krasovsky, Ta"	Head mounted displays for capturing head kinematics in postural tasks	2019	JOURNAL OF BIOMECHANICS		10.1016/j.jbiomech.2019.02.004	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Tracking / Motion Capturing (Evaluation)																											
WOS	"Parham, Groesbeck; Bing, Eric G.; Cuevas, Anthony; Fisher, Boris; Skinner, Jonathan; Mwanahamuntu, Mulindi; Sullivan, Richard"	Creating a low-cost virtual reality surgical simulation to increase surgical oncology capacity and capability	2019	ECANCERMEDICALSCIENCE		10.3332/ecancer.2019.910	Görge	Nein	Volltext	kein Vergleich zu realer Anwendung	interessant: Vergleich chirurgisches Training	Medizin	Training	Oculus Rift	Oculus Touch controller																									
WOS	"Ho, Li-Hsing; Sun, Hung; Tsai, Tsun-Hung"	Research on 3D Painting in Virtual Reality to Improve Students' Motivation of 3D Animation Learning	2019	SUSTAINABILITY		10.3390/su11061605	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Softwareentwicklung	Training	HTC Vive																										
WOS	"Park, San; Cho, Seoungjae; Park, Jisun; Huang, Kaisi; Sung, Yunsick; Cho, Kyungeun"	Infrared bundle adjusting and clustering method for head-mounted display and Leap Motion calibration	2019	HUMAN-CENTRIC COMPUTING AND INFORMATION SCIENCES		10.1186/s13673-019-0169-6	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Tracking / Motion Capturing (Evaluation)	Oculus Rift																										
