Title,Rank,Impact_Factor,5_Yr_IF,Half_Life,Percentage_Citable,Avg_IF_Percentile
plant biotechnology journal,452,8.154,7.658,4.4,96.02,95.139
current opinion in microbiology,453,8.134,7.487,7.8,0.0,91.481
npg asia materials,454,8.131,8.727,3.9,91.14,87.42
cell reports,455,8.109,8.816,3.5,99.92,84.872
critical reviews in biotechnology,456,8.108,7.55,4.4,0.0,93.269
resources conservation and recycling,457,8.086,7.589,4.8,92.01,93.396
annual review of environment and resources,458,8.065,11.413,9.6,0.0,95.624
annual review of environment and resources,458,8.065,11.413,9.6,0.0,95.624
blood cancer journal,460,8.023,7.607,3.5,92.31,91.361
annual review of virology,461,8.021,8.084,3.6,100.0,95.946
international journal of machine tools & manufacture,462,8.019,7.844,11.2,95.12,98.538
acm computing surveys,463,7.99,9.456,6.2,90.07,96.759
oncogene,464,7.971,7.066,10.0,96.4,89.171
chemsuschem,465,7.962,7.928,4.3,85.63,90.878
journal of the academy of marketing science,466,7.959,12.5,12.0,94.64,95.066
schizophrenia bulletin,467,7.958,8.054,8.1,93.57,95.308
schizophrenia bulletin,467,7.958,8.054,8.1,93.57,95.308
astrophysical journal supplement series,469,7.95,8.905,9.0,99.04,90.441
radiology,470,7.931,8.237,10.3,91.28,98.12
ieee vehicular technology magazine,471,7.921,7.605,3.9,100.0,94.387
clinical and translational medicine,472,7.919,,3.3,46.67,90.765
cochrane database of systematic reviews,473,7.89,7.974,6.1,0.0,94.242
journal of catalysis,474,7.888,7.918,11.6,99.8,88.765
journal of nuclear medicine,475,7.887,6.782,7.9,98.8,97.368
journal of heart and lung transplantation,476,7.865,7.897,5.9,96.46,94.259
environmental science & technology,477,7.864,8.543,7.9,97.04,92.075
critical reviews in food science and nutrition,478,7.862,7.808,5.3,10.55,97.337
british journal of psychiatry,479,7.85,7.93,13.1,82.28,94.631
british journal of psychiatry,479,7.85,7.93,13.1,82.28,94.631
brookings papers on economic activity,481,7.8,6.451,17.6,100.0,99.057
reviews in aquaculture,482,7.772,7.568,3.6,29.73,99.057
autoimmunity reviews,483,7.767,7.84,5.2,9.76,89.557
canadian medical association journal,484,7.744,8.696,11.1,88.31,93.636
gut microbes,485,7.74,8.659,5.2,92.86,89.404
cell chemical biology,486,7.739,7.58,2.4,97.35,90.067
jama dermatology,487,7.738,7.674,3.8,86.24,97.794
british journal of pharmacology,488,7.73,6.148,8.9,67.0,96.852
journal of controlled release,489,7.727,8.626,7.1,80.94,91.885
neurology-neuroimmunology & neuroinflammation,490,7.724,,3.2,94.81,93.338
ecological monographs,491,7.722,10.296,17.7,96.08,95.536
diabetes,492,7.72,8.147,10.8,99.04,94.056
periodontology 2000,493,7.718,8.888,8.7,2.13,99.451
npj precision oncology,494,7.717,7.717,2.2,75.76,88.73
hypertension,495,7.713,7.206,9.7,87.06,94.615
computer science review,496,7.707,,4.6,0.0,97.495
international journal of epidemiology,496,7.707,9.305,8.0,97.65,96.114
progress in photovoltaics,498,7.69,5.02,6.2,98.97,88.707
wiley interdisciplinary reviews-nanomedicine and nanobiotechnology,499,7.689,7.017,4.6,0.0,86.367
environmental science-nano,500,7.683,7.913,2.5,94.01,86.99
environmental science & technology letters,501,7.678,8.018,3.1,96.69,90.755
acta materialia,502,7.656,7.826,8.0,100.0,93.075
american journal of bioethics,503,7.647,6.872,4.9,100.0,97.861
american journal of bioethics,503,7.647,6.872,4.9,100.0,97.861
nutrition research reviews,505,7.641,7.6,9.6,0.0,96.067
cold spring harbor perspectives in biology,506,7.64,12.054,6.6,100.0,83.846
composites part b-engineering,507,7.635,6.792,4.0,97.84,98.214
critical reviews in biochemistry and molecular biology,508,7.634,7.855,8.5,0.0,89.731
acs sustainable chemistry & engineering,509,7.632,7.741,2.4,99.67,90.792
journal of business venturing,510,7.59,10.873,12.5,95.83,94.408
environment international,511,7.577,8.925,5.4,89.7,93.396
journal of allergy and clinical immunology-in practice,512,7.574,7.215,2.5,77.37,89.998
academy of management journal,513,7.571,11.853,15.7,100.0,95.216
particle and fibre toxicology,514,7.546,7.799,6.2,90.91,97.283
advances in catalysis,515,7.545,9.611,20.0,,81.447
bioresource technology,516,7.539,7.27,6.4,94.54,92.54
solar rrl,517,7.527,7.527,1.6,93.75,87.206
diabetologia,518,7.518,6.871,9.1,82.95,93.357
alimentary pharmacology & therapeutics,519,7.515,7.251,7.5,75.66,91.521
ieee transactions on industrial electronics,519,7.515,8.176,5.1,99.89,95.945
ieee transactions on affective computing,521,7.512,6.881,4.8,97.62,90.458
neuropathology and applied neurobiology,522,7.5,5.922,8.1,69.05,94.204
embo reports,523,7.497,9.214,7.7,88.59,86.364
nanophotonics,524,7.491,7.351,2.4,71.76,86.802
journal of colloid and interface science,525,7.489,6.171,8.0,100.0,80.818
seminars in immunopathology,526,7.48,6.647,5.5,0.0,91.902
ieee control systems magazine,527,7.471,7.472,12.4,100.0,92.857
journal of stroke,528,7.47,6.673,3.4,46.43,92.985
topics in current chemistry,529,7.455,10.035,7.4,0.0,85.593
ieee transactions on sustainable energy,530,7.44,8.19,4.2,100.0,89.958
tourism management,531,7.432,9.238,8.2,95.26,96.363
critical care medicine,532,7.414,7.114,9.6,87.54,87.5
advanced healthcare materials,533,7.367,6.964,3.3,80.13,87.158
biochimica et biophysica acta-reviews on cancer,534,7.365,8.188,6.5,0.0,89.877
journal of occupational health psychology,534,7.365,7.15,8.5,95.45,96.593
cancer letters,536,7.36,7.105,5.7,87.09,87.91
critical reviews in microbiology,537,7.349,6.871,6.0,0.0,90.0
endoscopy,538,7.341,7.147,7.1,90.57,91.826
american journal of transplantation,539,7.338,6.613,6.8,95.36,95.565
acs sensors,540,7.333,7.599,2.3,94.71,86.435
cardiovascular diabetology,541,7.332,5.448,4.1,88.13,91.437
drug discovery today,542,7.321,7.006,6.2,0.0,95.741
isprs journal of photogrammetry and remote sensing,543,7.319,8.597,4.9,97.71,94.789
obesity reviews,544,7.31,9.768,6.5,35.71,91.958
virtual and physical prototyping,544,7.31,,3.8,94.12,91.414
polymer reviews,546,7.304,8.99,6.9,0.0,98.315
clinical chemistry,547,7.292,7.722,13.4,80.67,98.276
current opinion in immunology,548,7.29,7.403,7.6,0.0,87.658
npj quantum information,549,7.286,8.87,2.4,100.0,90.719
european journal of cancer,550,7.275,7.121,7.6,92.23,87.5
advances in nutrition,551,7.265,9.218,4.7,31.25,94.944
metabolic engineering,552,7.263,7.507,4.7,96.8,91.987
journal of cleaner production,553,7.246,7.491,2.9,93.5,88.484
forbes,554,7.245,3.858,3.3,100.0,99.537
annual review of genomics and human genetics,555,7.243,8.656,9.1,0.0,91.808
acta biomaterialia,556,7.242,7.502,5.4,88.26,89.769
aging cell,557,7.238,7.565,6.0,91.52,88.959
journal of energy chemistry,558,7.216,5.512,2.4,88.89,89.573
physiology,559,7.212,7.725,7.0,0.0,95.679
neurobiology of stress,560,7.197,,2.9,78.57,92.066
pattern recognition,561,7.196,6.28,8.0,100.0,92.483
progress in quantum electronics,562,7.19,9.476,9.5,0.0,90.957
stroke,562,7.19,7.113,10.0,90.55,91.97
journal of membrane science,564,7.183,7.158,7.3,98.81,95.274
carbohydrate polymers,565,7.182,6.89,5.4,96.61,96.638
journal of investigative dermatology,566,7.143,6.867,9.9,96.79,96.324
2d materials,567,7.14,7.643,2.8,93.64,85.51
advances in parasitology,568,7.137,5.129,9.8,0.0,96.154
harvard law review,569,7.136,4.809,20.8,100.0,99.675
progress in surface science,569,7.136,8.118,14.4,0.0,79.997
european journal of epidemiology,571,7.135,7.921,7.7,94.34,95.596
clinical microbiology and infection,572,7.117,6.62,6.2,73.05,92.748
haematologica,573,7.116,7.44,6.3,87.7,91.447
journal of magnesium and alloys,574,7.115,,3.3,92.86,98.101
american journal of medical genetics part c-seminars in medical genetics,575,7.101,5.66,6.0,42.86,91.243
sensors and actuators b-chemical,576,7.1,6.535,4.1,99.3,93.541
desalination,577,7.098,7.248,8.4,92.07,95.531
acta pharmaceutica sinica b,578,7.097,7.865,3.7,81.0,95.37
composites science and technology,579,7.094,6.78,9.5,99.52,94.231
journal of travel medicine,580,7.089,4.473,3.9,53.49,94.423
gastric cancer,581,7.088,5.879,4.3,94.66,85.875
european journal of nuclear medicine and molecular imaging,582,7.081,6.61,6.1,91.13,96.617
elife,583,7.08,8.175,3.3,99.47,95.161
cellular and molecular gastroenterology and hepatology,584,7.076,,2.5,73.42,83.523
plos biology,584,7.076,8.878,8.9,100.0,91.403
journal of experimental & clinical cancer research,586,7.068,6.53,3.4,92.14,86.68
anesthesiology,587,7.067,6.82,10.9,81.82,98.438
npj biofilms and microbiomes,587,7.067,7.576,2.8,94.29,89.932
journal of materials chemistry c,589,7.059,6.404,3.3,93.69,85.94
trends in environmental analytical chemistry,589,7.059,5.661,3.5,0.0,93.704
food hydrocolloids,591,7.053,7.077,5.0,98.14,95.917
genomics proteomics & bioinformatics,592,7.051,,4.3,80.0,90.678
journal of child psychology and psychiatry,593,7.035,7.636,11.3,84.35,95.353
journal of child psychology and psychiatry,593,7.035,7.636,11.3,84.35,95.353
molecular therapy-nucleic acids,595,7.032,6.814,2.6,96.25,90.942
journal of travel research,596,7.027,7.81,10.2,97.7,95.536
annual review of analytical chemistry,597,7.023,8.357,7.1,100.0,93.826
npj regenerative medicine,598,7.021,8.298,2.3,81.82,90.805
regional anesthesia and pain medicine,599,7.015,5.987,6.0,92.14,95.313
additive manufacturing,600,7.002,,2.3,95.47,89.936
british journal of dermatology,601,7.0,6.001,9.1,84.39,94.853
journal of advanced research,602,6.992,,4.1,75.0,88.028
communications of the acm,603,6.988,6.064,17.6,77.89,95.638
solar energy materials and solar cells,604,6.984,5.608,5.8,97.52,85.287
american journal of hematology,605,6.973,5.751,5.7,87.97,90.132
essays in biochemistry,606,6.966,6.809,4.0,0.0,88.384
educational research review,607,6.962,8.981,6.3,13.51,99.43
bulletin of the world health organization,608,6.96,7.352,12.4,98.61,94.56
mayo clinic proceedings,609,6.942,7.539,8.4,68.95,92.424
journal of the american academy of child and adolescent psychiatry,610,6.936,8.174,12.5,85.42,95.663
journal of the american academy of child and adolescent psychiatry,610,6.936,8.174,12.5,85.42,95.663
trends in parasitology,612,6.918,7.352,7.7,0.0,93.59
wiley interdisciplinary reviews-rna,613,6.913,6.492,4.9,29.79,82.308
swarm and evolutionary computation,614,6.912,6.941,3.8,98.56,92.395
current opinion in structural biology,615,6.908,6.706,8.8,85.62,84.921
plant physiology,616,6.902,7.52,12.4,100.0,95.94
nanoscale,617,6.895,7.315,4.2,94.88,82.576
gastrointestinal endoscopy,618,6.89,6.788,8.3,88.61,82.386
british journal of anaesthesia,619,6.88,6.932,8.0,75.38,92.188
rivista del nuovo cimento,620,6.875,5.034,9.0,100.0,92.353
journal of internal medicine,621,6.871,7.315,9.0,61.62,91.818
acs photonics,622,6.864,7.044,2.6,99.52,82.825
ieee transactions on dependable and secure computing,622,6.864,5.9,3.9,100.0,95.223
psychological review,624,6.857,8.695,26.8,100.0,94.073
psychological review,624,6.857,8.695,26.8,100.0,94.073
therapeutic advances in medical oncology,626,6.852,6.66,3.1,58.93,86.27
journal of supply chain management,627,6.842,9.802,8.0,100.0,95.796
journal of finance,628,6.813,9.738,18.6,100.0,98.699
advances in physics-x,629,6.805,6.073,2.3,0.0,91.176
environmental pollution,630,6.792,6.939,5.3,95.23,92.264
current opinion in colloid & interface science,631,6.79,7.61,9.2,0.0,78.931
materials chemistry frontiers,632,6.788,6.79,2.1,89.0,83.749
analytical chemistry,633,6.785,6.642,7.3,98.03,92.442
fish and fisheries,633,6.785,8.5,6.2,98.67,97.17
mbio,635,6.784,7.349,3.9,98.85,87.778
bmc medicine,636,6.782,8.809,5.2,87.56,91.212
journal of clinical immunology,637,6.78,4.857,6.8,88.14,87.025
ieee transactions on wireless communications,638,6.779,6.09,4.6,100.0,92.168
lab on a chip,639,6.774,6.692,6.5,96.5,87.827
american journal of clinical nutrition,640,6.766,7.831,12.0,87.06,93.82
conservation letters,640,6.766,7.489,5.1,91.38,97.458
progress in human geography,640,6.766,8.378,9.2,98.51,95.833
bmc biology,643,6.765,7.296,5.6,85.0,93.011
progress in cardiovascular diseases,644,6.763,6.429,5.6,0.0,89.493
neuropsychopharmacology,645,6.751,6.887,7.9,87.66,92.878
npj parkinsons disease,646,6.75,,2.4,92.86,91.328
applied mechanics reviews,647,6.733,10.614,15.8,0.0,97.426
archives of computational methods in engineering,648,6.73,7.351,6.1,0.0,97.245
mucosal immunology,649,6.726,6.893,4.7,93.16,86.392
tobacco control,649,6.726,6.348,5.5,95.1,96.729
tobacco control,649,6.726,6.348,5.5,95.1,96.729
international journal of behavioral nutrition and physical activity,652,6.714,6.999,6.3,83.58,93.571
journal of physical chemistry letters,653,6.71,7.811,4.4,100.0,82.032
transport reviews,654,6.704,7.143,7.3,74.19,95.946
international journal of hospitality management,655,6.701,7.78,6.3,94.82,93.75
european heart journal-cardiovascular pharmacotherapy,656,6.696,,2.5,66.67,91.699
seminars in cell & developmental biology,657,6.691,6.629,5.1,0.0,86.373
ieee transactions on medical imaging,658,6.685,7.81,8.0,100.0,91.662
journal of autoimmunity,659,6.658,6.691,5.3,86.52,85.759
leadership quarterly,660,6.642,7.576,11.1,82.93,94.998
brain behavior and immunity,661,6.633,6.934,5.6,97.55,89.125
msystems,661,6.633,7.389,2.3,100.0,87.037
artificial intelligence,663,6.628,5.944,14.1,100.0,90.074
clinical journal of the american society of nephrology,663,6.628,6.436,7.1,91.25,92.353
international journal of project management,665,6.62,6.589,7.8,98.46,94.912
american journal of kidney diseases,666,6.618,7.217,10.2,90.85,91.176
arteriosclerosis thrombosis and vascular biology,667,6.604,6.253,9.8,89.91,89.408
comprehensive physiology,667,6.604,9.025,5.8,97.5,93.21
materials research letters,669,6.6,7.398,2.9,100.0,82.962
advanced electronic materials,670,6.593,6.831,2.7,90.99,79.688
clinical nuclear medicine,671,6.587,5.287,5.2,97.62,95.113
yale law journal,672,6.586,5.355,18.7,86.49,99.026
journal of economic literature,673,6.585,7.896,15.3,52.38,98.518
molecular oncology,674,6.574,6.287,4.4,80.92,85.861
personnel psychology,675,6.571,9.18,14.8,100.0,93.961
internet and higher education,676,6.566,8.805,6.8,100.0,99.049
brain stimulation,677,6.565,7.076,4.6,90.7,91.251
clinical pharmacology & therapeutics,677,6.565,6.325,9.2,84.67,94.259
npj quantum materials,679,6.562,6.762,2.1,98.41,82.149
science of the total environment,680,6.551,6.419,3.6,95.5,91.887
advances in experimental social psychology,681,6.55,9.356,23.7,100.0,96.61
journal of industrial ecology,682,6.539,5.883,6.6,96.12,86.539
american psychologist,683,6.536,8.579,19.6,98.59,94.565
journal of nanobiotechnology,684,6.518,6.377,4.5,90.76,81.032
ultrasonics sonochemistry,685,6.513,6.14,4.1,95.99,90.603
methods in ecology and evolution,686,6.511,8.728,5.6,93.88,94.94
american journal of obstetrics and gynecology,687,6.502,6.136,11.6,89.08,98.171
neuroscientist,688,6.5,7.516,8.1,25.64,90.821
nutrition reviews,688,6.5,7.617,8.8,0.0,91.573
cellular and molecular life sciences,690,6.496,6.769,7.6,35.33,84.24
engineering,691,6.495,6.607,2.6,64.15,96.154
international journal of plasticity,692,6.49,6.662,8.1,100.0,92.002
review of environmental economics and policy,693,6.487,6.953,6.1,85.71,96.482
journal of abnormal psychology,694,6.484,6.455,14.8,97.4,95.677
corrosion science,695,6.479,6.894,8.3,99.78,89.262
mechanical systems and signal processing,696,6.471,6.308,4.3,97.92,96.538
science signaling,697,6.467,6.944,6.2,94.74,83.815
american journal of public health,698,6.464,6.006,10.0,95.77,94.85
american journal of public health,698,6.464,6.006,10.0,95.77,94.85
clinical & translational immunology,698,6.464,,3.3,50.0,84.494
ecography,701,6.455,6.129,7.8,91.4,95.054
eurosurveillance,702,6.454,5.717,4.7,96.82,94.086
molecular metabolism,703,6.448,7.118,3.2,82.28,91.259
global ecology and biogeography,704,6.446,7.647,7.5,97.26,95.375
composites part a-applied science and manufacturing,705,6.444,6.689,7.1,95.73,91.692
clinical reviews in allergy & immunology,706,6.437,5.877,4.7,33.87,85.68
stem cells translational medicine,707,6.429,5.612,3.6,80.0,87.931
critical care,708,6.407,6.946,6.6,73.58,84.722
annual review of sociology,709,6.4,10.847,17.7,96.67,99.667
cancer and metastasis reviews,709,6.4,6.676,9.4,0.0,85.451
green energy & environment,711,6.395,7.089,2.4,84.78,83.928
journal of service research,712,6.382,9.211,9.6,100.0,93.092
ieee transactions on power electronics,713,6.373,7.382,5.4,99.12,91.917
american sociological review,714,6.372,8.184,23.3,100.0,99.0
plant cell and environment,715,6.362,7.044,9.9,88.99,95.513
clinical nutrition,716,6.36,6.28,5.9,89.49,90.449
science china-chemistry,717,6.356,3.775,2.9,77.84,82.203
progress in solid state chemistry,718,6.353,8.694,15.5,0.0,96.667
annual review of criminology,719,6.348,6.348,1.4,95.45,99.275
addiction,720,6.343,6.579,9.0,91.79,92.883
addiction,720,6.343,6.579,9.0,91.79,92.883
journal of personality and social psychology,722,6.335,7.776,21.6,100.0,94.531
ecosystem services,723,6.33,6.969,4.3,88.54,92.73
ecosystem services,723,6.33,6.969,4.3,88.54,92.73
trauma violence & abuse,725,6.325,6.525,6.2,0.0,98.542
antioxidants & redox signaling,726,6.323,7.29,7.0,77.78,88.798
ieee transactions on intelligent transportation systems,727,6.319,6.709,4.5,99.21,94.493
fertility and sterility,728,6.312,5.692,9.1,86.31,95.889
food chemistry,729,6.306,6.219,6.4,97.67,93.01
cell death & disease,730,6.304,6.486,3.3,96.83,79.744
journal of advertising,731,6.302,5.693,14.5,95.12,95.945
materials & design,732,6.289,6.214,5.0,98.85,81.369
molecular ecology resources,733,6.286,7.488,6.7,96.77,89.42
cell biology and toxicology,734,6.284,4.276,8.5,86.11,87.713
renewable energy,735,6.274,5.964,4.3,97.27,81.375
acta neuropathologica communications,736,6.27,6.142,3.5,95.98,89.852
current opinion in neurobiology,737,6.267,6.21,8.9,100.0,89.483
emerging infectious diseases,738,6.259,6.757,7.9,97.73,88.119
cement & concrete composites,739,6.257,7.035,7.7,98.55,91.285
cell discovery,740,6.255,5.624,2.6,100.0,78.718
critical reviews in plant sciences,741,6.235,7.891,12.1,0.0,95.085
